9:38:11,28,24
10:09:02,26,23.8
10:09:42,26,23.5
10:10:02,26,23.4
10:10:21,26,23.3
10:10:41,26,23.4
10:11:01,25,23.6
10:12:40,41,24.1
10:14:00,30,24
10:14:19,32,23.8
10:14:39,38,23.8
10:15:19,42,23.7
10:15:40,31,23.6
10:15:59,33,23.5
10:16:19,30,23.5
10:16:39,29,23.4
10:16:59,28,23.2
10:18:18,27,22.2
10:18:59,25,22
10:21:58,30,23.6
10:22:17,28,23.6
10:22:57,31,23.8
10:24:34,29,24.8
10:26:42,33,24.9
10:27:27,35,25.1
10:28:12,32,25.5
10:29:40,28,26.6
10:30:24,29,26.9
10:31:54,39,26.9
10:32:13,38,27.1
10:32:53,36,27.2
10:34:02,35,27.3
10:34:23,35,27.1
10:35:04,66,25.9
10:36:05,411,24.3
10:39:51,1440,25.8
10:41:56,1977,26.6
10:42:17,2081,26
10:42:37,2176,26.4
10:42:58,2279,27.1
10:44:01,2562,26.4
10:45:44,3017,27.5
10:46:26,3188,25.9
10:47:07,3399,25.2
10:47:28,3486,23.9
10:48:10,3677,23
10:48:31,3764,24.3
10:49:12,3946,24.3
10:49:34,4039,25.3
10:50:15,4220,24.4
10:50:36,4314,24.4
10:50:57,4400,25.1
10:51:18,4496,24.4
10:51:39,4586,22.6
10:52:00,4680,23.2
10:52:21,4784,23.3
10:52:42,4887,21.9
10:53:03,4978,22.9
10:53:24,5074,21
10:53:45,5194,18.1
10:54:06,5299,18.6
10:54:28,5400,16.6
10:54:49,5496,18.3
10:55:10,5605,16.8
10:55:31,5704,16.9
10:56:13,5916,15.8
10:56:34,6013,15.7
10:56:55,6121,14.4
10:57:17,6243,14.1
10:57:59,6454,12.9
10:58:20,6546,11.8
10:58:41,6664,11.7
10:59:02,6754,12.6
10:59:23,6854,12.6
10:59:44,6934,11.6
11:00:05,7027,10.1
11:00:26,7126,9.3
11:00:47,7219,7.9
11:01:08,7313,7.1
11:01:29,7406,6.4
11:01:50,7499,6.8
11:02:11,7597,5.9
11:02:31,7686,5.7
11:02:52,7782,5.8
11:03:13,7883,5.8
11:03:34,7987,5.4
11:03:55,8079,5.1
11:04:16,8173,4.9
11:04:37,8282,4.1
11:04:58,8390,3.4
11:05:18,8479,4.8
11:05:39,8569,2.4
11:06:42,8868,1.1
11:07:24,9073,2.4
11:08:06,9236,1.1
11:08:27,9313,-0.4
11:08:48,9394,-0.4
11:09:09,9476,-0.1
11:10:13,9740,-3.9
11:10:56,9921,-4.1
11:11:38,10102,-5.1
11:12:00,10205,-4.9
11:12:21,10321,-6.1
11:12:43,10415,-6.4
11:13:04,10501,-4.7
11:13:26,10591,-4.7
11:13:47,10677,-7
11:14:08,10769,-7.3
11:14:30,10864,-8.8
11:15:14,11051,-9.1
11:15:38,11152,-8.9
11:16:00,11248,-6.8
11:16:24,11352,-7.9
11:18:00,11773,-11.8
11:19:10,12117,-10.8
11:19:57,12324,-10.8
11:20:22,12451,-11.4
11:20:44,12578,-8.3
11:21:29,12777,-9.2
11:23:24,13279,-7.8
11:23:46,13378,-8.8
11:24:08,13470,-8.8
11:24:53,13676,-8.3
11:25:14,13773,-7.3
11:25:36,13873,-7.1
11:26:01,13984,-7.5
11:26:25,14089,-6.9
11:26:50,14200,-7.9
11:27:12,14297,-7.4
11:27:34,14392,-6.9
11:27:56,14485,-6.9
11:28:21,14596,-6.8
11:28:43,14705,-7.2
11:29:08,14823,-6.4
11:29:32,14938,-6.8
11:29:55,15045,-6.4
11:30:17,15146,-7.1
11:30:39,15245,-7.3
11:31:04,15357,-5.4
11:31:28,15468,-5.3
11:32:18,15683,-6.8
11:32:40,15773,-6.8
11:33:05,15886,-6
11:33:27,15986,-5.8
11:34:36,16297,-5.5
11:35:22,16505,-4.8
11:36:31,16835,-4.1
11:37:18,17067,-3.9
11:38:23,17390,-3.8
11:39:08,17609,-1.6
11:39:33,17727,-1.7
11:40:19,17948,-1.6
11:40:41,18049,-1.3
11:41:48,18370,-0.4
11:42:13,18496,-0.1
11:42:38,18614,0.5
11:43:03,18735,0.4
11:43:27,18856,-0.2
11:44:14,19100,0.4
11:44:38,19226,1.1
11:45:03,19356,1.9
11:45:25,19464,1.8
11:45:47,19574,1.8
11:46:09,19679,2.6
11:46:30,19786,2.9
11:46:52,19894,2.5
11:47:35,20104,4.3
11:48:25,20372,3.6
11:50:25,20997,7.2
11:51:54,21455,7
11:52:38,21676,7.3
11:53:02,21810,6.6
11:53:52,22063,6.9
11:54:36,22294,8.6
11:54:58,22415,9.1
11:55:22,22551,8.6
11:55:44,22667,8.8
11:56:09,22800,9.4
11:56:33,22929,8.9
11:56:55,23044,9.4
11:57:20,23181,8.8
11:57:44,23314,9.1
11:58:09,23449,9.9
11:58:31,23578,9.8
11:58:53,23698,10.1
11:59:18,23830,10.3
12:00:02,24110,11.3
12:00:26,24184,11.4
12:00:48,24345,11.5
12:01:12,24424,12.4
12:01:33,24584,12.8
12:01:54,24675,13.4
12:02:14,24752,13.9
12:02:38,24924,14.9
12:02:58,25014,14.9
12:03:22,25191,14.4
12:03:45,25260,13.8
12:04:06,25448,14.4
12:04:48,25689,14.6
12:05:08,25780,14.6
12:05:29,25870,14.4
12:05:52,26030,14.9
12:06:15,26113,15.3
12:06:38,26309,16.1
12:06:59,26390,16.1
12:07:19,26569,16.4
12:08:27,26924,15.7
12:08:47,27098,16.4
12:09:08,27176,15.9
12:09:29,27259,15.3
12:09:49,27425,15.8
12:10:10,27518,16.7
12:10:31,27602,16.4
12:10:50,27806,16.4
12:11:14,27890,17
12:11:38,28172,18.8
12:12:22,28437,18.8
12:12:43,28505,19.5
12:13:03,28618,18.9
12:13:24,28767,18.8
12:13:48,28930,18.7
12:14:08,28930,19.8
12:14:29,29106,19.6
12:14:50,29326,19.9
12:15:13,29409,19.5
12:15:34,29581,19.6
12:15:57,29655,20.1
12:16:20,29389,20.4
12:16:41,29916,20.7
12:17:04,30117,20.5
12:17:27,30169,21.5
12:17:51,30354,22.8
12:18:35,30596,23
12:18:55,30730,23.3
12:19:18,30956,23.5
12:19:40,31090,22.9
12:20:05,31252,22.8
12:20:25,31315,23.8
12:20:49,31522,24.4
12:21:12,31625,25.2
12:28:38,17816,-11.9
12:41:09,7596,-15.9
12:41:30,7394,-15.4
12:56:02,775,15.4
12:57:04,481,16.9
12:57:26,376,17.6
12:57:47,270,18.4
